-18.108,-148.72
-18.108,-137.74
-18.108,-121.83
-18.108,-116.25
-14.268,-104.28
-14.268,-92.755
-14.816,-78.49
-14.816,-62.58
-14.816,-45.023
-14.268,-24.175
-14.268,-9.9105
-14.268,-0.58366
-19.754,3.8054
-27.984,4.3541
-41.7,4.3541
-63.097,4.3541
-81.75,4.9027
-97.661,3.2568
-117.96,3.8054
-132.23,3.8054
-148.14,3.8054
-161.85,4.3541
-173.92,4.9027
-179.41,4.9027
-180.51,10.389
-183.25,26.848
-186.54,40.564
-189.83,52.086
-193.67,63.607
-196.42,74.031
-198.06,87.747
-198.06,102.01
-195.32,103.66
-186.54,104.21
-171.73,105.3
-158.56,105.3
-143.2,104.75
-129.48,104.21
-120.7,104.21
-106.44,104.75
-88.883,104.21
-70.229,104.21
-52.672,104.75
-36.762,104.21
-18.657,104.21
-3.8436,104.75
13.164,104.75
29.623,104.75
41.145,105.3
54.861,105.85
66.931,105.3
70.223,104.21
70.771,98.171
71.32,86.65
71.869,79.518
71.869,67.996
71.32,59.218
71.869,47.148
71.869,35.078
71.869,26.3
71.869,16.424
72.417,7.0973
74.063,-0.58366
80.098,-4.9728
86.682,-6.07
100.95,-6.07
108.08,-6.6187
122.89,-6.6187
125,-17.26
128.19,-22.732
134.12,-26.381
142.33,-26.837
146.43,-29.117
147.35,-33.678
142.79,-40.519
138.22,-46.904
136.4,-53.289
137.31,-62.41
140.05,-70.164
138.22,-76.093
129.56,-78.829
125.45,-83.39
125.91,-91.599
127.28,-97.072
125,-107.11
108.12,-106.19
92.617,-106.19
79.848,-106.19
64.341,-106.19
47.467,-106.19
27.856,-106.19
7.3324,-105.74
